PERMNO,date,Year,TICKER,COMNAM,PRC,RET,sprtrn,annual_sprtrn,Rf
59408,9/30/2016,2016,BAC,BANK OF AMERICA CORP,15.65,-0.030359,-0.001234451,0.0954,0.0184
59408,10/31/2016,2016,BAC,BANK OF AMERICA CORP,16.5,0.054313,-0.019425679,0.0954,0.0184
59408,11/30/2016,2016,BAC,BANK OF AMERICA CORP,21.12,0.284546,0.034174522,0.0954,0.0184
59408,12/30/2016,2016,BAC,BANK OF AMERICA CORP,22.1,0.046401,0.018200762,0.0954,0.0184
59408,1/31/2017,2017,BAC,BANK OF AMERICA CORP,22.64,0.024434,0.017884358,0.1942,0.0233
59408,2/28/2017,2017,BAC,BANK OF AMERICA CORP,24.68,0.090106,0.03719816,0.1942,0.0233
59408,3/31/2017,2017,BAC,BANK OF AMERICA CORP,23.59,-0.041126,-0.000389197,0.1942,0.0233
59408,4/28/2017,2017,BAC,BANK OF AMERICA CORP,23.34,-0.010598,0.009091209,0.1942,0.0233
59408,5/31/2017,2017,BAC,BANK OF AMERICA CORP,22.41,-0.036632,0.011576251,0.1942,0.0233
59408,6/30/2017,2017,BAC,BANK OF AMERICA CORP,24.26,0.082552,0.004813775,0.1942,0.0233
59408,7/31/2017,2017,BAC,BANK OF AMERICA CORP,24.12,-0.005771,0.019348826,0.1942,0.0233
59408,8/31/2017,2017,BAC,BANK OF AMERICA CORP,23.89,-0.004561,0.000546433,0.1942,0.0233
59408,9/29/2017,2017,BAC,BANK OF AMERICA CORP,25.34,0.060695,0.019302979,0.1942,0.0233
59408,10/31/2017,2017,BAC,BANK OF AMERICA CORP,27.39,0.0809,0.022188135,0.1942,0.0233
59408,11/30/2017,2017,BAC,BANK OF AMERICA CORP,28.17,0.032859,0.028082628,0.1942,0.0233
59408,12/29/2017,2017,BAC,BANK OF AMERICA CORP,29.52,0.047923,0.00983163,0.1942,0.0233
59408,1/31/2018,2018,BAC,BANK OF AMERICA CORP,32,0.084011,0.056178704,-0.0624,0.0291
59408,2/28/2018,2018,BAC,BANK OF AMERICA CORP,32.1,0.003125,-0.038947372,-0.0624,0.0291
59408,3/29/2018,2018,BAC,BANK OF AMERICA CORP,29.99,-0.061994,-0.026884499,-0.0624,0.0291
59408,4/30/2018,2018,BAC,BANK OF AMERICA CORP,29.92,-0.002334,0.002718775,-0.0624,0.0291
59408,5/31/2018,2018,BAC,BANK OF AMERICA CORP,29.04,-0.025401,0.021608342,-0.0624,0.0291
59408,6/29/2018,2018,BAC,BANK OF AMERICA CORP,28.19,-0.02927,0.004842436,-0.0624,0.0291
59408,7/31/2018,2018,BAC,BANK OF AMERICA CORP,30.88,0.095424,0.036021556,-0.0624,0.0291
59408,8/31/2018,2018,BAC,BANK OF AMERICA CORP,30.93,0.001619,0.030263211,-0.0624,0.0291
59408,9/28/2018,2018,BAC,BANK OF AMERICA CORP,29.46,-0.042677,0.004294287,-0.0624,0.0291
59408,10/31/2018,2018,BAC,BANK OF AMERICA CORP,27.5,-0.066531,-0.069403356,-0.0624,0.0291
59408,11/30/2018,2018,BAC,BANK OF AMERICA CORP,28.4,0.032727,0.017859357,-0.0624,0.0291
59408,12/31/2018,2018,BAC,BANK OF AMERICA CORP,24.64,-0.127113,-0.091776895,-0.0624,0.0291
59408,1/31/2019,2019,BAC,BANK OF AMERICA CORP,28.47,0.155438,0.078684402,0.2888,0.0214
59408,2/28/2019,2019,BAC,BANK OF AMERICA CORP,29.08,0.026695,0.029728889,0.2888,0.0214
59408,3/29/2019,2019,BAC,BANK OF AMERICA CORP,27.59,-0.051238,0.017924256,0.2888,0.0214
59408,4/30/2019,2019,BAC,BANK OF AMERICA CORP,30.58,0.108373,0.039313498,0.2888,0.0214
59408,5/31/2019,2019,BAC,BANK OF AMERICA CORP,26.6,-0.13015,-0.065777731,0.2888,0.0214
59408,6/28/2019,2019,BAC,BANK OF AMERICA CORP,29,0.095865,0.068930164,0.2888,0.0214
59408,7/31/2019,2019,BAC,BANK OF AMERICA CORP,30.68,0.057931,0.013128152,0.2888,0.0214
59408,8/30/2019,2019,BAC,BANK OF AMERICA CORP,27.51,-0.103325,-0.018091627,0.2888,0.0214
59408,9/30/2019,2019,BAC,BANK OF AMERICA CORP,29.17,0.066885,0.017181178,0.2888,0.0214
59408,10/31/2019,2019,BAC,BANK OF AMERICA CORP,31.27,0.071992,0.020431771,0.2888,0.0214
59408,11/29/2019,2019,BAC,BANK OF AMERICA CORP,33.32,0.065558,0.034047037,0.2888,0.0214
59408,12/31/2019,2019,BAC,BANK OF AMERICA CORP,35.22,0.062425,0.028589819,0.2888,0.0214
59408,1/31/2020,2020,BAC,BANK OF AMERICA CORP,32.83,-0.067859,-0.001628093,0.1626,0.0089
59408,2/28/2020,2020,BAC,BANK OF AMERICA CORP,28.5,-0.131892,-0.084110484,0.1626,0.0089
59408,3/31/2020,2020,BAC,BANK OF AMERICA CORP,21.23,-0.248772,-0.125119282,0.1626,0.0089
59408,4/30/2020,2020,BAC,BANK OF AMERICA CORP,24.05,0.132831,0.126844038,0.1626,0.0089
59408,5/29/2020,2020,BAC,BANK OF AMERICA CORP,24.12,0.002911,0.04528182,0.1626,0.0089
59408,6/30/2020,2020,BAC,BANK OF AMERICA CORP,23.75,-0.007877,0.018388396,0.1626,0.0089
59408,7/31/2020,2020,BAC,BANK OF AMERICA CORP,24.88,0.047579,0.055101321,0.1626,0.0089
59408,8/31/2020,2020,BAC,BANK OF AMERICA CORP,25.74,0.034566,0.070064667,0.1626,0.0089
59408,9/30/2020,2020,BAC,BANK OF AMERICA CORP,24.09,-0.05711,-0.03922797,0.1626,0.0089
59408,10/30/2020,2020,BAC,BANK OF AMERICA CORP,23.7,-0.016189,-0.027665786,0.1626,0.0089
59408,11/30/2020,2020,BAC,BANK OF AMERICA CORP,28.16,0.188186,0.107545635,0.1626,0.0089
59408,12/31/2020,2020,BAC,BANK OF AMERICA CORP,30.31,0.082741,0.037121459,0.1626,0.0089
59408,1/29/2021,2021,BAC,BANK OF AMERICA CORP,29.65,-0.021775,-0.011136661,0.2689,0.0145
59408,2/26/2021,2021,BAC,BANK OF AMERICA CORP,34.71,0.170658,0.026091451,0.2689,0.0145
59408,3/31/2021,2021,BAC,BANK OF AMERICA CORP,38.69,0.11985,0.042438633,0.2689,0.0145
59408,4/30/2021,2021,BAC,BANK OF AMERICA CORP,40.53,0.047558,0.052425321,0.2689,0.0145
59408,5/28/2021,2021,BAC,BANK OF AMERICA CORP,42.39,0.045892,0.005486489,0.2689,0.0145
59408,6/30/2021,2021,BAC,BANK OF AMERICA CORP,41.23,-0.023119,0.02221401,0.2689,0.0145
59408,7/30/2021,2021,BAC,BANK OF AMERICA CORP,38.36,-0.069609,0.022748055,0.2689,0.0145
59408,8/31/2021,2021,BAC,BANK OF AMERICA CORP,41.75,0.088373,0.028990416,0.2689,0.0145
59408,9/30/2021,2021,BAC,BANK OF AMERICA CORP,42.45,0.021796,-0.047569169,0.2689,0.0145
59408,10/29/2021,2021,BAC,BANK OF AMERICA CORP,47.78,0.125559,0.069143836,0.2689,0.0145
59408,11/30/2021,2021,BAC,BANK OF AMERICA CORP,44.47,-0.069276,-0.008333706,0.2689,0.0145
59408,12/31/2021,2021,BAC,BANK OF AMERICA CORP,44.49,0.005172,0.043612914,0.2689,0.0145
59408,1/31/2022,2022,BAC,BANK OF AMERICA CORP,46.14,0.037087,-0.052585165,-0.1944,0.0295
59408,2/28/2022,2022,BAC,BANK OF AMERICA CORP,44.2,-0.042046,-0.031360492,-0.1944,0.0295
59408,3/31/2022,2022,BAC,BANK OF AMERICA CORP,41.22,-0.06267,0.035773288,-0.1944,0.0295
59408,4/29/2022,2022,BAC,BANK OF AMERICA CORP,35.68,-0.134401,-0.087956712,-0.1944,0.0295
59408,5/31/2022,2022,BAC,BANK OF AMERICA CORP,37.2,0.042601,5.31776E-05,-0.1944,0.0295
59408,6/30/2022,2022,BAC,BANK OF AMERICA CORP,31.13,-0.157527,-0.08392,-0.1944,0.0295
59408,7/29/2022,2022,BAC,BANK OF AMERICA CORP,33.81,0.086091,0.091116392,-0.1944,0.0295
59408,8/31/2022,2022,BAC,BANK OF AMERICA CORP,33.61,-0.005915,-0.042440128,-0.1944,0.0295
59408,9/30/2022,2022,BAC,BANK OF AMERICA CORP,30.2,-0.094912,-0.093395672,-0.1944,0.0295
59408,10/31/2022,2022,BAC,BANK OF AMERICA CORP,36.04,0.193377,0.079863414,-0.1944,0.0295
59408,11/30/2022,2022,BAC,BANK OF AMERICA CORP,37.85,0.050222,0.053752893,-0.1944,0.0295
59408,12/30/2022,2022,BAC,BANK OF AMERICA CORP,33.12,-0.119155,-0.058971474,-0.1944,0.0295
87267,12/31/2002,2002,BLK,BLACKROCK INC,39.4,-0.015246,-0.0603,-0.2337,0.0461
87267,1/31/2003,2003,BLK,BLACKROCK INC,42.25,0.072335,-0.027414693,0.2638,0.0401
87267,2/28/2003,2003,BLK,BLACKROCK INC,41.6,-0.015385,-0.017003609,0.2638,0.0401
87267,3/31/2003,2003,BLK,BLACKROCK INC,43.54,0.046635,0.008357569,0.2638,0.0401
87267,4/30/2003,2003,BLK,BLACKROCK INC,45.48,0.044557,0.081044107,0.2638,0.0401
87267,5/30/2003,2003,BLK,BLACKROCK INC,45.39,-0.001979,0.05089871,0.2638,0.0401
87267,6/30/2003,2003,BLK,BLACKROCK INC,45.04,-0.007711,0.011322215,0.2638,0.0401
87267,7/31/2003,2003,BLK,BLACKROCK INC,45.17,0.002886,0.016223702,0.2638,0.0401
87267,8/29/2003,2003,BLK,BLACKROCK INC,45.47,0.006642,0.017873203,0.2638,0.0401
87267,9/30/2003,2003,BLK,BLACKROCK INC,49,0.082032,-0.011944365,0.2638,0.0401
87267,10/31/2003,2003,BLK,BLACKROCK INC,51.35,0.047959,0.054961486,0.2638,0.0401
87267,11/28/2003,2003,BLK,BLACKROCK INC,50.95,-0.00779,0.007128504,0.2638,0.0401
87267,12/31/2003,2003,BLK,BLACKROCK INC,53.11,0.04632,0.050765541,0.2638,0.0401
87267,1/30/2004,2004,BLK,BLACKROCK INC,58.02,0.09245,0.017276387,0.0899,0.0427
87267,2/27/2004,2004,BLK,BLACKROCK INC,59.5,0.025508,0.012208973,0.0899,0.0427
87267,3/31/2004,2004,BLK,BLACKROCK INC,61.17,0.032269,-0.016358919,0.0899,0.0427
87267,4/30/2004,2004,BLK,BLACKROCK INC,62.2,0.016838,-0.016790752,0.0899,0.0427
87267,5/28/2004,2004,BLK,BLACKROCK INC,63.1,0.014469,0.01208345,0.0899,0.0427
87267,6/30/2004,2004,BLK,BLACKROCK INC,63.83,0.015531,0.017988999,0.0899,0.0427
87267,7/30/2004,2004,BLK,BLACKROCK INC,61.95,-0.029453,-0.034290519,0.0899,0.0427
87267,8/31/2004,2004,BLK,BLACKROCK INC,73.09,0.183858,0.00228735,0.0899,0.0427
87267,9/30/2004,2004,BLK,BLACKROCK INC,73.49,0.005473,0.009363876,0.0899,0.0427
87267,10/29/2004,2004,BLK,BLACKROCK INC,73.5,0.000136,0.014014244,0.0899,0.0427
87267,11/30/2004,2004,BLK,BLACKROCK INC,74.56,0.014422,0.038594936,0.0899,0.0427
87267,12/31/2004,2004,BLK,BLACKROCK INC,77.26,0.039566,0.032458213,0.0899,0.0427
87267,1/31/2005,2005,BLK,BLACKROCK INC,80.3,0.039348,-0.025290467,0.03,0.0429
87267,2/28/2005,2005,BLK,BLACKROCK INC,77.61,-0.033499,0.018903346,0.03,0.0429
87267,3/31/2005,2005,BLK,BLACKROCK INC,74.93,-0.030666,-0.019117656,0.03,0.0429
87267,4/29/2005,2005,BLK,BLACKROCK INC,74.96,0.0004,-0.020108582,0.03,0.0429
87267,5/31/2005,2005,BLK,BLACKROCK INC,78.02,0.040822,0.029952046,0.03,0.0429
87267,6/30/2005,2005,BLK,BLACKROCK INC,80.45,0.034991,-0.000142714,0.03,0.0429
87267,7/29/2005,2005,BLK,BLACKROCK INC,85,0.056557,0.035968287,0.03,0.0429
87267,8/31/2005,2005,BLK,BLACKROCK INC,82.15,-0.03,-0.011222105,0.03,0.0429
87267,9/30/2005,2005,BLK,BLACKROCK INC,88.62,0.078758,0.006949025,0.03,0.0429
87267,10/31/2005,2005,BLK,BLACKROCK INC,94.8,0.069736,-0.01774078,0.03,0.0429
87267,11/30/2005,2005,BLK,BLACKROCK INC,107.84,0.137553,0.035186096,0.03,0.0429
87267,12/30/2005,2005,BLK,BLACKROCK INC,108.48,0.008717,-0.000952349,0.03,0.0429
87267,1/31/2006,2006,BLK,BLACKROCK INC,132.8,0.224189,0.025466771,0.1362,0.048
87267,2/28/2006,2006,BLK,BLACKROCK INC,142.10001,0.07003,0.000453158,0.1362,0.048
87267,3/31/2006,2006,BLK,BLACKROCK INC,140,-0.011823,0.01109581,0.1362,0.048
87267,4/28/2006,2006,BLK,BLACKROCK INC,151.53999,0.082429,0.012155653,0.1362,0.048
87267,5/31/2006,2006,BLK,BLACKROCK INC,134,-0.115745,-0.030916916,0.1362,0.048
87267,6/30/2006,2006,BLK,BLACKROCK INC,139.17,0.041716,8.65962E-05,0.1362,0.048
87267,7/31/2006,2006,BLK,BLACKROCK INC,129.16,-0.071926,0.005085879,0.1362,0.048
87267,8/31/2006,2006,BLK,BLACKROCK INC,130.14999,0.010917,0.021274193,0.1362,0.048
87267,9/29/2006,2006,BLK,BLACKROCK INC,149,0.144833,0.024566299,0.1362,0.048
87267,10/31/2006,2006,BLK,BLACKROCK INC,150.84,0.012349,0.031508003,0.1362,0.048
87267,11/30/2006,2006,BLK,BLACKROCK INC,143.37,-0.046738,0.016466657,0.1362,0.048
87267,12/29/2006,2006,BLK,BLACKROCK INC,151.89999,0.059496,0.012615783,0.1362,0.048
87267,1/31/2007,2007,BLK,BLACKROCK INC,167.75999,0.104411,0.014059043,0.0353,0.0463
87267,2/28/2007,2007,BLK,BLACKROCK INC,159.25,-0.050727,-0.021846176,0.0353,0.0463
87267,3/30/2007,2007,BLK,BLACKROCK INC,156.31,-0.014254,0.009979983,0.0353,0.0463
87267,4/30/2007,2007,BLK,BLACKROCK INC,149.7,-0.042288,0.043290691,0.0353,0.0463
87267,5/31/2007,2007,BLK,BLACKROCK INC,153.53999,0.025651,0.032549229,0.0353,0.0463
87267,6/29/2007,2007,BLK,BLACKROCK INC,156.59,0.024228,-0.017816322,0.0353,0.0463
87267,7/31/2007,2007,BLK,BLACKROCK INC,159.5,0.018584,-0.031981878,0.0353,0.0463
87267,8/31/2007,2007,BLK,BLACKROCK INC,155.10001,-0.023386,0.012863572,0.0353,0.0463
87267,9/28/2007,2007,BLK,BLACKROCK INC,173.41,0.118053,0.035794008,0.0353,0.0463
87267,10/31/2007,2007,BLK,BLACKROCK INC,206.95,0.193414,0.014822338,0.0353,0.0463
87267,11/30/2007,2007,BLK,BLACKROCK INC,198.37,-0.038222,-0.044043417,0.0353,0.0463
87267,12/31/2007,2007,BLK,BLACKROCK INC,216.8,0.092907,-0.008628509,0.0353,0.0463
87267,1/31/2008,2008,BLK,BLACKROCK INC,220.39999,0.016605,-0.061163432,-0.3849,0.0366
87267,2/29/2008,2008,BLK,BLACKROCK INC,193.25,-0.123185,-0.034761193,-0.3849,0.0366
87267,3/31/2008,2008,BLK,BLACKROCK INC,204.17999,0.060595,-0.005959624,-0.3849,0.0366
87267,4/30/2008,2008,BLK,BLACKROCK INC,201.78999,-0.011705,0.047546698,-0.3849,0.0366
87267,5/30/2008,2008,BLK,BLACKROCK INC,224.99001,0.114971,0.010674182,-0.3849,0.0366
87267,6/30/2008,2008,BLK,BLACKROCK INC,177,-0.209832,-0.085962385,-0.3849,0.0366
87267,7/31/2008,2008,BLK,BLACKROCK INC,216.71001,0.22435,-0.009859371,-0.3849,0.0366
87267,8/29/2008,2008,BLK,BLACKROCK INC,217.25,0.006091,0.012190465,-0.3849,0.0366
87267,9/30/2008,2008,BLK,BLACKROCK INC,194.5,-0.104718,-0.090791434,-0.3849,0.0366
87267,10/31/2008,2008,BLK,BLACKROCK INC,131.34,-0.32473,-0.169424524,-0.3849,0.0366
87267,11/28/2008,2008,BLK,BLACKROCK INC,125.71,-0.042866,-0.074849043,-0.3849,0.0366
87267,12/31/2008,2008,BLK,BLACKROCK INC,134.14999,0.073343,0.007821577,-0.3849,0.0366
87267,1/30/2009,2009,BLK,BLACKROCK INC,108.8,-0.188968,-0.085657343,0.2345,0.0326
87267,2/27/2009,2009,BLK,BLACKROCK INC,96.81,-0.110202,-0.109931198,0.2345,0.0326
87267,3/31/2009,2009,BLK,BLACKROCK INC,130.03999,0.351307,0.085404462,0.2345,0.0326
87267,4/30/2009,2009,BLK,BLACKROCK INC,146.52,0.12673,0.09392508,0.2345,0.0326
87267,5/29/2009,2009,BLK,BLACKROCK INC,159.5,0.088589,0.053081446,0.2345,0.0326
87267,6/30/2009,2009,BLK,BLACKROCK INC,175.42,0.104702,0.000195827,0.2345,0.0326
87267,7/31/2009,2009,BLK,BLACKROCK INC,190.53999,0.086193,0.074141727,0.2345,0.0326
87267,8/31/2009,2009,BLK,BLACKROCK INC,199.57001,0.051485,0.033560189,0.2345,0.0326
87267,9/30/2009,2009,BLK,BLACKROCK INC,216.82001,0.086436,0.035723346,0.2345,0.0326
87267,10/30/2009,2009,BLK,BLACKROCK INC,216.49001,-0.001522,-0.019762001,0.2345,0.0326
87267,11/30/2009,2009,BLK,BLACKROCK INC,227.08,0.05252,0.057364062,0.2345,0.0326
87267,12/31/2009,2009,BLK,BLACKROCK INC,232.2,0.022547,0.017770571,0.2345,0.0326
87267,1/29/2010,2010,BLK,BLACKROCK INC,213.82001,-0.079156,-0.036974246,0.1278,0.0322
87267,2/26/2010,2010,BLK,BLACKROCK INC,218.8,0.023291,0.028513689,0.1278,0.0322
87267,3/31/2010,2010,BLK,BLACKROCK INC,217.75999,-0.000183,0.058796426,0.1278,0.0322
87267,4/30/2010,2010,BLK,BLACKROCK INC,184,-0.155033,0.01475923,0.1278,0.0322
87267,5/28/2010,2010,BLK,BLACKROCK INC,167.88,-0.087609,-0.081975842,0.1278,0.0322
87267,6/30/2010,2010,BLK,BLACKROCK INC,143.39999,-0.139862,-0.053882442,0.1278,0.0322
87267,7/30/2010,2010,BLK,BLACKROCK INC,157.49001,0.098257,0.06877785,0.1278,0.0322
87267,8/31/2010,2010,BLK,BLACKROCK INC,141.95,-0.092323,-0.047449184,0.1278,0.0322
87267,9/30/2010,2010,BLK,BLACKROCK INC,170.25,0.199366,0.087551103,0.1278,0.0322
87267,10/29/2010,2010,BLK,BLACKROCK INC,170.99001,0.004347,0.036855994,0.1278,0.0322
87267,11/30/2010,2010,BLK,BLACKROCK INC,163,-0.046728,-0.00229025,0.1278,0.0322
87267,12/31/2010,2010,BLK,BLACKROCK INC,190.58,0.175337,0.06530004,0.1278,0.0322
87267,1/31/2011,2011,BLK,BLACKROCK INC,198.02,0.039039,0.022645574,0,0.0278
87267,2/28/2011,2011,BLK,BLACKROCK INC,203.99001,0.030148,0.031956564,0,0.0278
87267,3/31/2011,2011,BLK,BLACKROCK INC,201.00999,-0.007868,-0.001047313,0,0.0278
87267,4/29/2011,2011,BLK,BLACKROCK INC,195.94,-0.025223,0.02849538,0,0.0278
87267,5/31/2011,2011,BLK,BLACKROCK INC,205.56,0.049097,-0.013500953,0,0.0278
87267,6/30/2011,2011,BLK,BLACKROCK INC,191.81,-0.060201,-0.018257461,0,0.0278
87267,7/29/2011,2011,BLK,BLACKROCK INC,178.46001,-0.0696,-0.021474426,0,0.0278
87267,8/31/2011,2011,BLK,BLACKROCK INC,164.75,-0.069119,-0.056791107,0,0.0278
87267,9/30/2011,2011,BLK,BLACKROCK INC,148.00999,-0.101609,-0.071761988,0,0.0278
87267,10/31/2011,2011,BLK,BLACKROCK INC,157.78999,0.066077,0.107723039,0,0.0278
87267,11/30/2011,2011,BLK,BLACKROCK INC,172.03999,0.09031,-0.005058715,0,0.0278
87267,12/30/2011,2011,BLK,BLACKROCK INC,178.24001,0.044031,0.008532764,0,0.0278
87267,1/31/2012,2012,BLK,BLACKROCK INC,182,0.021095,0.043583062,0.1341,0.018
87267,2/29/2012,2012,BLK,BLACKROCK INC,199,0.093407,0.040589464,0.1341,0.018
87267,3/30/2012,2012,BLK,BLACKROCK INC,204.89999,0.037186,0.031332315,0.1341,0.018
87267,4/30/2012,2012,BLK,BLACKROCK INC,191.58,-0.065007,-0.007497453,0.1341,0.018
87267,5/31/2012,2012,BLK,BLACKROCK INC,170.8,-0.108466,-0.062650726,0.1341,0.018
87267,6/29/2012,2012,BLK,BLACKROCK INC,169.82001,0.003045,0.039554982,0.1341,0.018
87267,7/31/2012,2012,BLK,BLACKROCK INC,170.25999,0.002591,0.012597574,0.1341,0.018
87267,8/31/2012,2012,BLK,BLACKROCK INC,176.37,0.044696,0.01976337,0.1341,0.018
87267,9/28/2012,2012,BLK,BLACKROCK INC,178.3,0.010943,0.024236154,0.1341,0.018
87267,10/31/2012,2012,BLK,BLACKROCK INC,189.67999,0.063825,-0.01978941,0.1341,0.018
87267,11/30/2012,2012,BLK,BLACKROCK INC,197.03999,0.04671,0.002846717,0.1341,0.018
87267,12/31/2012,2012,BLK,BLACKROCK INC,206.71001,0.049076,0.00706823,0.1341,0.018
87267,1/31/2013,2013,BLK,BLACKROCK INC,236.28,0.143051,0.050428097,0.296,0.0235
87267,2/28/2013,2013,BLK,BLACKROCK INC,239.75,0.014686,0.011060649,0.296,0.0235
87267,3/28/2013,2013,BLK,BLACKROCK INC,256.88,0.078457,0.035987724,0.296,0.0235
87267,4/30/2013,2013,BLK,BLACKROCK INC,266.5,0.037449,0.018085768,0.296,0.0235
87267,5/31/2013,2013,BLK,BLACKROCK INC,279.20001,0.047655,0.020762812,0.296,0.0235
87267,6/28/2013,2013,BLK,BLACKROCK INC,256.85001,-0.074033,-0.014999302,0.296,0.0235
87267,7/31/2013,2013,BLK,BLACKROCK INC,281.95999,0.097761,0.04946208,0.296,0.0235
87267,8/30/2013,2013,BLK,BLACKROCK INC,260.32001,-0.07079,-0.031298019,0.296,0.0235
87267,9/30/2013,2013,BLK,BLACKROCK INC,270.62,0.039567,0.029749523,0.296,0.0235
87267,10/31/2013,2013,BLK,BLACKROCK INC,300.81,0.111559,0.044595753,0.296,0.0235
87267,11/29/2013,2013,BLK,BLACKROCK INC,302.75,0.012034,0.028049472,0.296,0.0235
87267,12/31/2013,2013,BLK,BLACKROCK INC,316.47,0.045318,0.023562792,0.296,0.0235
87267,1/31/2014,2014,BLK,BLACKROCK INC,300.47,-0.050558,-0.035582906,0.1139,0.0254
87267,2/28/2014,2014,BLK,BLACKROCK INC,304.84,0.014544,0.04311703,0.1139,0.0254
87267,3/31/2014,2014,BLK,BLACKROCK INC,314.48001,0.037954,0.006932166,0.1139,0.0254
87267,4/30/2014,2014,BLK,BLACKROCK INC,301,-0.042864,0.006200789,0.1139,0.0254
87267,5/30/2014,2014,BLK,BLACKROCK INC,304.89999,0.012957,0.02103028,0.1139,0.0254
87267,6/30/2014,2014,BLK,BLACKROCK INC,319.60001,0.054543,0.019058332,0.1139,0.0254
87267,7/31/2014,2014,BLK,BLACKROCK INC,304.73001,-0.046527,-0.015079831,0.1139,0.0254
87267,8/29/2014,2014,BLK,BLACKROCK INC,330.53,0.090999,0.037655295,0.1139,0.0254
87267,9/30/2014,2014,BLK,BLACKROCK INC,328.32001,-0.006686,-0.015513837,0.1139,0.0254
87267,10/31/2014,2014,BLK,BLACKROCK INC,341.10999,0.038956,0.023201461,0.1139,0.0254
87267,11/28/2014,2014,BLK,BLACKROCK INC,359.07999,0.052681,0.024533589,0.1139,0.0254
87267,12/31/2014,2014,BLK,BLACKROCK INC,357.56,0.001142,-0.004188588,0.1139,0.0254
87267,1/30/2015,2015,BLK,BLACKROCK INC,340.51001,-0.047684,-0.031040806,-0.0073,0.0214
87267,2/27/2015,2015,BLK,BLACKROCK INC,371.42001,0.090776,0.054892511,-0.0073,0.0214
87267,3/31/2015,2015,BLK,BLACKROCK INC,365.84,-0.009154,-0.017396107,-0.0073,0.0214
87267,4/30/2015,2015,BLK,BLACKROCK INC,363.94,-0.005194,0.00852082,-0.0073,0.0214
87267,5/29/2015,2015,BLK,BLACKROCK INC,365.78,0.005056,0.010491382,-0.0073,0.0214
87267,6/30/2015,2015,BLK,BLACKROCK INC,345.98001,-0.048171,-0.021011672,-0.0073,0.0214
87267,7/31/2015,2015,BLK,BLACKROCK INC,336.32001,-0.027921,0.01974203,-0.0073,0.0214
87267,8/31/2015,2015,BLK,BLACKROCK INC,302.47,-0.094166,-0.062580818,-0.0073,0.0214
87267,9/30/2015,2015,BLK,BLACKROCK INC,297.47,-0.016531,-0.026442832,-0.0073,0.0214
87267,10/30/2015,2015,BLK,BLACKROCK INC,351.97,0.183212,0.082983118,-0.0073,0.0214
87267,11/30/2015,2015,BLK,BLACKROCK INC,363.72,0.033384,0.000504869,-0.0073,0.0214
87267,12/31/2015,2015,BLK,BLACKROCK INC,340.51999,-0.057792,-0.017530185,-0.0073,0.0214
87267,1/29/2016,2016,BLK,BLACKROCK INC,314.26001,-0.077117,-0.050735322,0.0954,0.0184
87267,2/29/2016,2016,BLK,BLACKROCK INC,311.95999,-0.007319,-0.00412836,0.0954,0.0184
87267,3/31/2016,2016,BLK,BLACKROCK INC,340.57001,0.099051,0.065991115,0.0954,0.0184
87267,4/29/2016,2016,BLK,BLACKROCK INC,356.32999,0.046275,0.002699398,0.0954,0.0184
87267,5/31/2016,2016,BLK,BLACKROCK INC,363.85001,0.021104,0.015324602,0.0954,0.0184
87267,6/30/2016,2016,BLK,BLACKROCK INC,342.53,-0.052302,0.000910921,0.0954,0.0184
87267,7/29/2016,2016,BLK,BLACKROCK INC,366.25,0.069249,0.035609801,0.0954,0.0184
87267,8/31/2016,2016,BLK,BLACKROCK INC,372.81,0.024164,-0.001219243,0.0954,0.0184
87267,9/30/2016,2016,BLK,BLACKROCK INC,362.45999,-0.027762,-0.001234451,0.0954,0.0184
87267,10/31/2016,2016,BLK,BLACKROCK INC,341.23999,-0.058544,-0.019425679,0.0954,0.0184
87267,11/30/2016,2016,BLK,BLACKROCK INC,370.79001,0.086596,0.034174522,0.0954,0.0184
87267,12/30/2016,2016,BLK,BLACKROCK INC,380.54001,0.032471,0.018200762,0.0954,0.0184
87267,1/31/2017,2017,BLK,BLACKROCK INC,373.98001,-0.017239,0.017884358,0.1942,0.0233
87267,2/28/2017,2017,BLK,BLACKROCK INC,387.45999,0.036045,0.03719816,0.1942,0.0233
87267,3/31/2017,2017,BLK,BLACKROCK INC,383.51001,-0.003742,-0.000389197,0.1942,0.0233
87267,4/28/2017,2017,BLK,BLACKROCK INC,384.57001,0.002764,0.009091209,0.1942,0.0233
87267,5/31/2017,2017,BLK,BLACKROCK INC,409.23999,0.06415,0.011576251,0.1942,0.0233
87267,6/30/2017,2017,BLK,BLACKROCK INC,422.41,0.038291,0.004813775,0.1942,0.0233
87267,7/31/2017,2017,BLK,BLACKROCK INC,426.53,0.009754,0.019348826,0.1942,0.0233
87267,8/31/2017,2017,BLK,BLACKROCK INC,419.01001,-0.011769,0.000546433,0.1942,0.0233
87267,9/29/2017,2017,BLK,BLACKROCK INC,447.09,0.067015,0.019302979,0.1942,0.0233
87267,10/31/2017,2017,BLK,BLACKROCK INC,470.82999,0.053099,0.022188135,0.1942,0.0233
87267,11/30/2017,2017,BLK,BLACKROCK INC,501.19,0.064482,0.028082628,0.1942,0.0233
87267,12/29/2017,2017,BLK,BLACKROCK INC,513.71002,0.029969,0.00983163,0.1942,0.0233
87267,1/31/2018,2018,BLK,BLACKROCK INC,561.79999,0.093613,0.056178704,-0.0624,0.0291
