AAPL,AMZN,BA,BAC,BLK,CAT,CL,COP,D,DIS,GE,JNJ,JPM,KO,MCD,MMM,MSFT,NKE,NOC,NVDA,OXY,PFE,PG,SO,SPG,T,TSM,UNH,UPS,VMC,XOM
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01281555718888446,0.0004581025540531072,0.004189560163739548,0.0011883357265355934,1.922955732203668e-6,0.0013721591206612995,0.0005880741950163842,0.002028748884878248,0.001188124435833051,0.0015992155012378535,0.009543096471796048,-0.00030730911424152544,0.00023528681127062137,0.0016195894569709039,0.005917231217483898,0.0018742798229858752,0.0013682432795522595,0.0009561595883189268,0.001553611023537288,0.0016408943003601696,0.0041207042702387005
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002477355651487006,0.001675013155029378,0.00138846752440339,0.001367376749027119,0.0018880682902112996,0.0012540093766960447,0.0010643942327096046,0.0011415398965288137,0.0009609762666937855,0.0020916142475774016,0.0017210820591694914,0.0010631412920689264,0.001277517779812429,0.0014732505441254237,0.0009668949234519775,0.0013244505845141246,0.0016546640377943502,0.0013583161628745763,0.0005514386981016951,0.0018585898923276834
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00480119350238531,0.0016512832190983047,0.0010010277380610169,0.0021679146091519766,0.001408775058289266,0.001954497192972316,0.0017107584925711856,0.0012526541685412428,0.007216547216441807,0.0011748975513135589,0.0005735875453740112,0.001167689847058192,0.004719843048693223,0.001709168863451977,0.0025240578060819205,0.0017775802669214688,0.0021174821354847458,0.0012251177431101695,0.004005672778098869
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026147485252135585,0.001706868518766101,0.001218213407162712,0.0009211365443355931,0.0010207777867864412,0.0014474311804305085,0.0003126955259694913,0.0025521964913864407,0.0009179875492542374,0.0014456560930474571,0.0017764083611389832,0.002095153119640678,0.0012801678092033899,0.0009077463649491522,0.0016211084406169494,0.0017474691590033896,0.0011886890837966098,0.0015895599159322033
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002448974752176271,0.0010357741201389833,0.000911764787959322,0.0006125379190983051,0.0014148127176406779,0.00010560931373559336,0.002267135830467798,0.0010642638657288135,0.0011456093777389828,0.0014423383317355928,0.0019874019861457633,0.0009116485797118643,0.00020739297837288142,0.0011288551075389831,0.0013540284272610169,0.001026651664745763,0.0014849687042033897
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035871422476302255,0.0015103574420785313,0.001982891113965819,0.001503980920451695,0.0028292481269214693,0.0037686712197564976,0.0013983029190042376,0.0009331634382819208,0.0008326313213918078,0.0025695123525601694,0.0013294369349293785,0.0018702465368206215,0.0020226678171522596,0.0024869865502830505,0.0012181397114364408,0.0026129601282528247
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027415909245887002,0.001536069863373446,0.001201906542977966,0.0036314390414451973,0.0035715590011988706,0.0005690441684322035,0.00043841250048700563,0.00038905688972485866,0.0018544954363033902,0.0006164079312090397,0.0015774603343926548,0.0013837966281700566,0.0018788434863491524,0.0012693205597711862,0.0019993254506129945
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004766559482986159,0.0010833397384211862,0.0032821303628129943,0.0031924541565768356,0.0007420643548008475,0.0006193674561192089,0.0002485364806562146,0.002362215167821186,0.0009524178930649722,0.0011721305699392652,0.0013352362298166664,0.0018600819806322037,0.0018019332255381358,0.00210756297133757
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038519481967262707,0.0016132660843271188,0.0019546612647576276,0.0012690711739194917,0.0008076561453338983,0.0014019630180855936,0.0010685905487364407,0.001710159674754237,0.000901955479622881,0.001006069048234746,0.001811823910038983,0.0011526741811483051,0.0018595299740042372
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015961800284453112,0.0022799415697502827,0.0010592880918559324,-0.00037638967104632786,-0.0009819693222502827,0.0012845500114593217,8.094034902824849e-5,0.004215230195539546,0.0013460216633892656,0.003734086351667798,0.001615766930720339,0.002530847726641243
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033239989928588703,0.0013600499812288136,0.0004996440769954797,0.0008248830920977406,0.01608426904074407,0.0038602453746836153,0.004815599303257063,0.0031843675817124282,0.0029127108085864393,0.0028176528240423724,0.012710982267562147
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004795613078055086,0.001048844590059322,0.0013256875300042372,0.0014450585330381357,0.0008226570310932205,0.001328382351826271,0.001999079528919492,0.0015300844181610172,5.151753952118635e-5,0.0012323644735635594
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021331468871988693,0.0012511304399113,0.0011636891070661015,0.0012177535204971751,0.0008378210944435025,0.0008541893124412429,0.0016376820035864412,0.0008929360153983049,0.0005304231414604519
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002792495486118363,0.0010720049369974578,0.0011331250260536725,0.00031420304244209036,0.001061604431232486,0.0009706930874050848,0.0010207861432330512,0.0008937458598742937
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011728814488536443,0.002557966250330509,0.002521309983572035,0.002140264485634746,0.0020577313785440678,0.002441211549809322,0.00663375608056356
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027995652592598874,0.0008563645097316381,0.0008174472250988701,0.0012944156446440679,0.0009462596061779663,0.00219903893590113
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006732575496179378,0.0006420849712274008,0.002909762197720339,0.0011978946288855935,0.00201270104025565
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042651199029861584,0.002604471862428814,0.0007941927008262714,0.0020115516785070625
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00752175397582034,0.0019655523581101697,0.002277475122059323
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004001183562868644,0.0022363528583855936
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00731680744658616
